x-axis,1,2
second,Volt,Volt
-2.499914E+00,-8.594E-03,-16.797E-03
-2.494914E+00,-8.594E-03,-16.797E-03
-2.489914E+00,-8.560E-03,-16.831E-03
-2.484914E+00,-6.674E-03,-18.750E-03
-2.479914E+00,-8.594E-03,-18.750E-03
-2.474914E+00,-8.594E-03,-18.784E-03
-2.469914E+00,-8.594E-03,-20.703E-03
-2.464914E+00,-8.594E-03,-20.703E-03
-2.459914E+00,-8.594E-03,-20.737E-03
-2.454914E+00,-8.594E-03,-22.656E-03
-2.449914E+00,-8.594E-03,-22.656E-03
-2.444914E+00,-8.594E-03,-22.656E-03
-2.439914E+00,-8.594E-03,-22.690E-03
-2.434914E+00,-8.594E-03,-24.609E-03
-2.429914E+00,-8.594E-03,-24.609E-03
-2.424914E+00,-8.594E-03,-24.609E-03
-2.419914E+00,-8.594E-03,-24.643E-03
-2.414914E+00,-8.594E-03,-26.562E-03
-2.409914E+00,-8.594E-03,-26.562E-03
-2.404914E+00,-8.594E-03,-26.596E-03
-2.399914E+00,-8.594E-03,-28.516E-03
-2.394914E+00,-8.594E-03,-28.516E-03
-2.389914E+00,-8.594E-03,-28.516E-03
-2.384914E+00,-8.594E-03,-28.549E-03
-2.379914E+00,-8.628E-03,-30.469E-03
-2.374914E+00,-10.513E-03,-30.469E-03
-2.369914E+00,-8.594E-03,-30.469E-03
-2.364914E+00,-8.594E-03,-30.469E-03
-2.359914E+00,-8.594E-03,-30.469E-03
-2.354914E+00,-8.594E-03,-30.469E-03
-2.349914E+00,-8.594E-03,-30.469E-03
-2.344914E+00,-8.594E-03,-30.469E-03
-2.339914E+00,-8.594E-03,-30.469E-03
-2.334914E+00,-8.594E-03,-30.469E-03
-2.329914E+00,-8.594E-03,-30.502E-03
-2.324914E+00,-8.594E-03,-32.388E-03
-2.319914E+00,-8.594E-03,-30.502E-03
-2.314914E+00,-8.594E-03,-32.422E-03
-2.309914E+00,-8.594E-03,-32.422E-03
-2.304914E+00,-8.594E-03,-32.422E-03
-2.299914E+00,-8.628E-03,-32.422E-03
-2.294914E+00,-10.513E-03,-32.422E-03
-2.289914E+00,-8.594E-03,-32.422E-03
-2.284914E+00,-8.594E-03,-32.422E-03
-2.279914E+00,-8.628E-03,-32.388E-03
-2.274914E+00,-10.513E-03,-30.469E-03
-2.269914E+00,-8.594E-03,-30.469E-03
-2.264914E+00,-8.594E-03,-30.469E-03
-2.259914E+00,-8.594E-03,-30.502E-03
-2.254914E+00,-8.594E-03,-32.422E-03
-2.249914E+00,-8.594E-03,-32.388E-03
