x-axis,1,2
second,Volt,Volt
-2.499914E+00,-8.594E-03,+540.831E-03
-2.494914E+00,-8.594E-03,+384.581E-03
-2.489914E+00,-8.594E-03,+228.466E-03
-2.484914E+00,-8.594E-03,+80.029E-03
-2.479914E+00,-8.594E-03,-68.476E-03
-2.474914E+00,-8.594E-03,-220.752E-03
-2.469914E+00,-8.628E-03,-368.987E-03
-2.464914E+00,-10.513E-03,-505.706E-03
-2.459914E+00,-8.594E-03,-642.222E-03
-2.454914E+00,-8.594E-03,-767.222E-03
-2.449914E+00,-8.628E-03,-891.885E-03
-2.444914E+00,-10.547E-03,-997.354E-03
-2.439914E+00,-10.513E-03,-1.102822E+00
-2.434914E+00,-8.594E-03,-1.208224E+00
-2.429914E+00,-8.628E-03,-1.309584E+00
-2.424914E+00,-10.513E-03,-1.399292E+00
-2.419914E+00,-8.594E-03,-1.481256E+00
-2.414914E+00,-8.594E-03,-1.559314E+00
-2.409914E+00,-8.628E-03,-1.633262E+00
-2.404914E+00,-10.547E-03,-1.691856E+00
-2.399914E+00,-10.513E-03,-1.750247E+00
-2.394914E+00,-8.594E-03,-1.796987E+00
-2.389914E+00,-8.628E-03,-1.835982E+00
-2.384914E+00,-10.513E-03,-1.871004E+00
-2.379914E+00,-8.594E-03,-1.898077E+00
-2.374914E+00,-8.594E-03,-1.909661E+00
-2.369914E+00,-8.628E-03,-1.913432E+00
-2.364914E+00,-10.547E-03,-1.909324E+00
-2.359914E+00,-10.513E-03,-1.893429E+00
-2.354914E+00,-8.594E-03,-1.861976E+00
-2.349914E+00,-8.594E-03,-1.818872E+00
-2.344914E+00,-8.594E-03,-1.767956E+00
-2.339914E+00,-8.594E-03,-1.709227E+00
-2.334914E+00,-8.594E-03,-1.642619E+00
-2.329914E+00,-8.628E-03,-1.564426E+00
-2.324914E+00,-10.513E-03,-1.482260E+00
-2.319914E+00,-8.594E-03,-1.392416E+00
-2.314914E+00,-8.594E-03,-1.302437E+00
-2.309914E+00,-8.594E-03,-1.204646E+00
-2.304914E+00,-8.594E-03,-1.099312E+00
-2.299914E+00,-8.594E-03,-1.001589E+00
-2.294914E+00,-8.594E-03,-899.891E-03
-2.289914E+00,-8.628E-03,-790.449E-03
-2.284914E+00,-10.513E-03,-677.100E-03
-2.279914E+00,-8.594E-03,-559.980E-03
-2.274914E+00,-8.594E-03,-446.564E-03
-2.269914E+00,-8.594E-03,-325.537E-03
-2.264914E+00,-8.628E-03,-208.282E-03
-2.259914E+00,-10.513E-03,-87.256E-03
