x-axis,1,2
second,Volt,Volt
-49.00E-03,-1.72969E+00,-1.82031E+00
-48.00E-03,-1.73164E+00,-1.84766E+00
-47.00E-03,-1.73359E+00,-1.87109E+00
-46.00E-03,-1.73359E+00,-1.89844E+00
-45.00E-03,-1.73359E+00,-1.92188E+00
-44.00E-03,-1.73555E+00,-1.94531E+00
-43.00E-03,-1.73555E+00,-1.96875E+00
-42.00E-03,-1.73555E+00,-1.99609E+00
-41.00E-03,-1.73359E+00,-2.01953E+00
-40.00E-03,-1.73359E+00,-2.04688E+00
-39.00E-03,-1.73164E+00,-2.07031E+00
-38.00E-03,-1.72969E+00,-2.09375E+00
-37.00E-03,-1.72773E+00,-2.12109E+00
-36.00E-03,-1.72578E+00,-2.14453E+00
-35.00E-03,-1.72383E+00,-2.17188E+00
-34.00E-03,-1.72188E+00,-2.19922E+00
-33.00E-03,-1.71211E+00,-2.22266E+00
-32.00E-03,-1.65352E+00,-2.25000E+00
-31.00E-03,-1.59102E+00,-2.26953E+00
-30.00E-03,-1.52656E+00,-2.29297E+00
-29.00E-03,-1.46602E+00,-2.31250E+00
-28.00E-03,-1.40547E+00,-2.33203E+00
-27.00E-03,-1.34492E+00,-2.35156E+00
-26.00E-03,-1.28633E+00,-2.36719E+00
-25.00E-03,-1.22969E+00,-2.38281E+00
-24.00E-03,-1.17305E+00,-2.39844E+00
-23.00E-03,-1.11641E+00,-2.41406E+00
-22.00E-03,-1.05977E+00,-2.42578E+00
-21.00E-03,-1.00313E+00,-2.43750E+00
-20.00E-03,-948.44E-03,-2.44922E+00
-19.00E-03,-893.75E-03,-2.45703E+00
-18.00E-03,-837.11E-03,-2.46875E+00
-17.00E-03,-784.38E-03,-2.47656E+00
-16.00E-03,-733.59E-03,-2.48438E+00
-15.00E-03,-680.86E-03,-2.48828E+00
-14.00E-03,-628.13E-03,-2.49609E+00
-13.00E-03,-569.53E-03,-2.50000E+00
-12.00E-03,-514.84E-03,-2.50391E+00
-11.00E-03,-458.20E-03,-2.50781E+00
-10.00E-03,-399.61E-03,-2.50781E+00
-9.00E-03,-341.02E-03,-2.50781E+00
-8.00E-03,-278.52E-03,-2.50781E+00
-7.00E-03,-219.92E-03,-2.50391E+00
-6.00E-03,-161.33E-03,-2.50000E+00
-5.00E-03,-98.83E-03,-2.49609E+00
-4.00E-03,-38.28E-03,-2.49219E+00
-3.00E-03,+22.27E-03,-2.48438E+00
-2.00E-03,+84.77E-03,-2.47656E+00
-1.00E-03,+147.27E-03,-2.46484E+00
