x-axis,1
second,Volt
-49.0000E-06,+4.6607810909E+00
-48.8000E-06,+4.6615623409E+00
-48.6000E-06,+4.6674217160E+00
-48.4000E-06,+4.6627342159E+00
-48.2000E-06,+4.6603904659E+00
-48.0000E-06,+4.6662498410E+00
-47.8000E-06,+4.6646873410E+00
-47.6000E-06,+4.6592185909E+00
-47.4000E-06,+4.6639060910E+00
-47.2000E-06,+4.6662498410E+00
-47.0000E-06,+4.6603904659E+00
-46.8000E-06,+4.6623435909E+00
-46.6000E-06,+4.6670310910E+00
-46.4000E-06,+4.6619529659E+00
-46.2000E-06,+4.6603904659E+00
-46.0000E-06,+4.6666404660E+00
-45.8000E-06,+4.6639060910E+00
-45.6000E-06,+4.6596092159E+00
-45.4000E-06,+4.6646873410E+00
-45.2000E-06,+4.6658592160E+00
-45.0000E-06,+4.6599998409E+00
-44.8000E-06,+4.6623435909E+00
-44.6000E-06,+4.6666404660E+00
-44.4000E-06,+4.6611717159E+00
-44.2000E-06,+4.6611717159E+00
-44.0000E-06,+4.6670310910E+00
-43.8000E-06,+4.6642967160E+00
-43.6000E-06,+4.6592185909E+00
-43.4000E-06,+4.6654685910E+00
-43.2000E-06,+4.6650779660E+00
-43.0000E-06,+4.6592185909E+00
-42.8000E-06,+4.6627342159E+00
-42.6000E-06,+4.6662498410E+00
-42.4000E-06,+4.6607810909E+00
-42.2000E-06,+4.6615623409E+00
-42.0000E-06,+4.6670310910E+00
-41.8000E-06,+4.6627342159E+00
-41.6000E-06,+4.6592185909E+00
-41.4000E-06,+4.6658592160E+00
-41.2000E-06,+4.6646873410E+00
-41.0000E-06,+4.6596092159E+00
-40.8000E-06,+4.6642967160E+00
-40.6000E-06,+4.6666404660E+00
-40.4000E-06,+4.6607810909E+00
-40.2000E-06,+4.6623435909E+00
-40.0000E-06,+4.6670310910E+00
-39.8000E-06,+4.6623435909E+00
-39.6000E-06,+4.6607810909E+00
-39.4000E-06,+4.6666404660E+00
-39.2000E-06,+4.6646873410E+00
-39.0000E-06,+4.6596092159E+00
-38.8000E-06,+4.6646873410E+00
-38.6000E-06,+4.6658592160E+00
-38.4000E-06,+4.6603904659E+00
-38.2000E-06,+4.6627342159E+00
-38.0000E-06,+4.6670310910E+00
-37.8000E-06,+4.6611717159E+00
-37.6000E-06,+4.6607810909E+00
-37.4000E-06,+4.6662498410E+00
-37.2000E-06,+4.6635154659E+00
-37.0000E-06,+4.6596092159E+00
-36.8000E-06,+4.6650779660E+00
-36.6000E-06,+4.6654685910E+00
-36.4000E-06,+4.6596092159E+00
-36.2000E-06,+4.6631248409E+00
-36.0000E-06,+4.6670310910E+00
-35.8000E-06,+4.6611717159E+00
-35.6000E-06,+4.6611717159E+00
-35.4000E-06,+4.6670310910E+00
-35.2000E-06,+4.6635154659E+00
-35.0000E-06,+4.6599998409E+00
-34.8000E-06,+4.6654685910E+00
-34.6000E-06,+4.6650779660E+00
-34.4000E-06,+4.6596092159E+00
-34.2000E-06,+4.6639060910E+00
-34.0000E-06,+4.6670310910E+00
-33.8000E-06,+4.6603904659E+00
-33.6000E-06,+4.6619529659E+00
-33.4000E-06,+4.6670310910E+00
-33.2000E-06,+4.6623435909E+00
-33.0000E-06,+4.6596092159E+00
-32.8000E-06,+4.6658592160E+00
-32.6000E-06,+4.6642967160E+00
-32.4000E-06,+4.6592185909E+00
-32.2000E-06,+4.6646873410E+00
-32.0000E-06,+4.6658592160E+00
-31.8000E-06,+4.6599998409E+00
-31.6000E-06,+4.6623435909E+00
-31.4000E-06,+4.6670310910E+00
-31.2000E-06,+4.6619529659E+00
-31.0000E-06,+4.6607810909E+00
-30.8000E-06,+4.6666404660E+00
-30.6000E-06,+4.6642967160E+00
-30.4000E-06,+4.6596092159E+00
-30.2000E-06,+4.6654685910E+00
-30.0000E-06,+4.6658592160E+00
-29.8000E-06,+4.6596092159E+00
-29.6000E-06,+4.6627342159E+00
-29.4000E-06,+4.6674217160E+00
-29.2000E-06,+4.6615623409E+00
-29.0000E-06,+4.6611717159E+00
-28.8000E-06,+4.6666404660E+00
-28.6000E-06,+4.6639060910E+00
-28.4000E-06,+4.6599998409E+00
-28.2000E-06,+4.6654685910E+00
-28.0000E-06,+4.6654685910E+00
-27.8000E-06,+4.6592185909E+00
-27.6000E-06,+4.6639060910E+00
-27.4000E-06,+4.6666404660E+00
-27.2000E-06,+4.6611717159E+00
-27.0000E-06,+4.6615623409E+00
-26.8000E-06,+4.6670310910E+00
-26.6000E-06,+4.6627342159E+00
-26.4000E-06,+4.6599998409E+00
-26.2000E-06,+4.6658592160E+00
-26.0000E-06,+4.6646873410E+00
-25.8000E-06,+4.6596092159E+00
-25.6000E-06,+4.6646873410E+00
-25.4000E-06,+4.6666404660E+00
-25.2000E-06,+4.6603904659E+00
-25.0000E-06,+4.6619529659E+00
-24.8000E-06,+4.6670310910E+00
-24.6000E-06,+4.6615623409E+00
-24.4000E-06,+4.6599998409E+00
-24.2000E-06,+4.6662498410E+00
-24.0000E-06,+4.6646873410E+00
-23.8000E-06,+4.6599998409E+00
-23.6000E-06,+4.6650779660E+00
-23.4000E-06,+4.6662498410E+00
-23.2000E-06,+4.6592185909E+00
-23.0000E-06,+4.6623435909E+00
-22.8000E-06,+4.6666404660E+00
-22.6000E-06,+4.6619529659E+00
-22.4000E-06,+4.6607810909E+00
-22.2000E-06,+4.6666404660E+00
-22.0000E-06,+4.6635154659E+00
-21.8000E-06,+4.6599998409E+00
-21.6000E-06,+4.6658592160E+00
-21.4000E-06,+4.6654685910E+00
-21.2000E-06,+4.6599998409E+00
-21.0000E-06,+4.6642967160E+00
-20.8000E-06,+4.6670310910E+00
-20.6000E-06,+4.6611717159E+00
-20.4000E-06,+4.6615623409E+00
-20.2000E-06,+4.6670310910E+00
-20.0000E-06,+4.6631248409E+00
-19.8000E-06,+4.6599998409E+00
-19.6000E-06,+4.6662498410E+00
-19.4000E-06,+4.6650779660E+00
-19.2000E-06,+4.6596092159E+00
-19.0000E-06,+4.6642967160E+00
-18.8000E-06,+4.6666404660E+00
-18.6000E-06,+4.6603904659E+00
-18.4000E-06,+4.6619529659E+00
-18.2000E-06,+4.6670310910E+00
-18.0000E-06,+4.6627342159E+00
-17.8000E-06,+4.6603904659E+00
-17.6000E-06,+4.6666404660E+00
-17.4000E-06,+4.6642967160E+00
-17.2000E-06,+4.6592185909E+00
-17.0000E-06,+4.6642967160E+00
-16.8000E-06,+4.6662498410E+00
